archetype,kind,instance,base_instance,difficulty,sub_class,perturbation_type,paradigm,model,run_label,success,total_tokens,input_tokens,output_tokens,tool_call_count,latency_s,iteration_overflow,error,source_file
D,clean,d-med-2,,med,,,agent,gpt-5.4-nano-2026-03-17,run1,False,5552,5410,142,7,6.18518867000239,,,data/results/final/gpt-5.4-nano-2026-03-17/run1/d_validation_20260706_173126.json
D,clean,d-med-3,,med,,,workflow,gpt-5.4-nano-2026-03-17,run1,True,904,834,70,9,5.862147015999653,,,data/results/final/gpt-5.4-nano-2026-03-17/run1/d_validation_20260706_173126.json
D,clean,d-med-3,,med,,,agent,gpt-5.4-nano-2026-03-17,run1,True,5564,5422,142,7,4.773956361997989,,,data/results/final/gpt-5.4-nano-2026-03-17/run1/d_validation_20260706_173126.json
D,clean,d-med-4,,med,,,workflow,gpt-5.4-nano-2026-03-17,run1,True,900,830,70,9,4.049291408002318,,,data/results/final/gpt-5.4-nano-2026-03-17/run1/d_validation_20260706_173126.json
D,clean,d-med-4,,med,,,agent,gpt-5.4-nano-2026-03-17,run1,True,5549,5410,139,7,6.481655662995763,,,data/results/final/gpt-5.4-nano-2026-03-17/run1/d_validation_20260706_173126.json
D,clean,d-med-5,,med,no_action_over_limit_via_bonus,,workflow,gpt-5.4-nano-2026-03-17,run1,True,904,834,70,9,4.235131019995606,,,data/results/final/gpt-5.4-nano-2026-03-17/run1/d_validation_20260706_173126.json
D,clean,d-med-5,,med,no_action_over_limit_via_bonus,,agent,gpt-5.4-nano-2026-03-17,run1,True,5677,5422,255,7,11.333439640002325,,,data/results/final/gpt-5.4-nano-2026-03-17/run1/d_validation_20260706_173126.json
D,clean,d-high-1,,high,boundary_inclusive_triple_bonus,,workflow,gpt-5.4-nano-2026-03-17,run1,True,900,830,70,9,4.116739263001364,,,data/results/final/gpt-5.4-nano-2026-03-17/run1/d_validation_20260706_173126.json
D,clean,d-high-1,,high,boundary_inclusive_triple_bonus,,agent,gpt-5.4-nano-2026-03-17,run1,True,5552,5410,142,7,5.200465295005415,,,data/results/final/gpt-5.4-nano-2026-03-17/run1/d_validation_20260706_173126.json
D,clean,d-high-2,,high,no_action_over_limit_via_three_bonuses,,workflow,gpt-5.4-nano-2026-03-17,run1,True,900,830,70,9,4.283495702999062,,,data/results/final/gpt-5.4-nano-2026-03-17/run1/d_validation_20260706_173126.json
D,clean,d-high-2,,high,no_action_over_limit_via_three_bonuses,,agent,gpt-5.4-nano-2026-03-17,run1,False,5552,5410,142,7,4.652344432004611,,,data/results/final/gpt-5.4-nano-2026-03-17/run1/d_validation_20260706_173126.json
D,clean,d-high-3,,high,new_bonuses_apac_newlogo_strategic_regional_vp,,workflow,gpt-5.4-nano-2026-03-17,run1,True,913,842,71,9,4.258450137996988,,,data/results/final/gpt-5.4-nano-2026-03-17/run1/d_validation_20260706_173126.json
D,clean,d-high-3,,high,new_bonuses_apac_newlogo_strategic_regional_vp,,agent,gpt-5.4-nano-2026-03-17,run1,True,5590,5446,144,7,4.622868226004357,,,data/results/final/gpt-5.4-nano-2026-03-17/run1/d_validation_20260706_173126.json
D,clean,d-high-4,,high,no_action_credit_hold_gate_dominates_full_chain,,workflow,gpt-5.4-nano-2026-03-17,run1,True,899,829,70,9,4.711717035999754,,,data/results/final/gpt-5.4-nano-2026-03-17/run1/d_validation_20260706_173126.json
D,clean,d-high-4,,high,no_action_credit_hold_gate_dominates_full_chain,,agent,gpt-5.4-nano-2026-03-17,run1,True,5546,5407,139,7,6.646592351004074,,,data/results/final/gpt-5.4-nano-2026-03-17/run1/d_validation_20260706_173126.json
D,clean,d-high-5,,high,precedence_P2_high_value_over_bracket,,workflow,gpt-5.4-nano-2026-03-17,run1,True,900,830,70,9,4.412202004998107,,,data/results/final/gpt-5.4-nano-2026-03-17/run1/d_validation_20260706_173126.json
D,clean,d-high-5,,high,precedence_P2_high_value_over_bracket,,agent,gpt-5.4-nano-2026-03-17,run1,True,5554,5410,144,7,5.775243886993849,,,data/results/final/gpt-5.4-nano-2026-03-17/run1/d_validation_20260706_173126.json
E,clean,e-low-1,,low,,,workflow,gpt-5.4-nano-2026-03-17,run1,True,1412,1138,274,0,4.204350439002155,,,data/results/final/gpt-5.4-nano-2026-03-17/run1/e_validation_20260706_173303.json
E,clean,e-low-1,,low,,,agent,gpt-5.4-nano-2026-03-17,run1,False,1309,1137,172,0,2.8496814949976397,,,data/results/final/gpt-5.4-nano-2026-03-17/run1/e_validation_20260706_173303.json
E,clean,e-low-2,,low,vague_eta,,workflow,gpt-5.4-nano-2026-03-17,run1,True,1269,1067,202,0,2.7329766459952225,,,data/results/final/gpt-5.4-nano-2026-03-17/run1/e_validation_20260706_173303.json
E,clean,e-low-2,,low,vague_eta,,agent,gpt-5.4-nano-2026-03-17,run1,True,1203,1066,137,0,2.3885954180004774,,,data/results/final/gpt-5.4-nano-2026-03-17/run1/e_validation_20260706_173303.json
E,clean,e-low-3,,low,wrong_reference,,workflow,gpt-5.4-nano-2026-03-17,run1,True,1316,1100,216,0,2.663097132994153,,,data/results/final/gpt-5.4-nano-2026-03-17/run1/e_validation_20260706_173303.json
E,clean,e-low-3,,low,wrong_reference,,agent,gpt-5.4-nano-2026-03-17,run1,True,1265,1099,166,0,2.6398590489989147,,,data/results/final/gpt-5.4-nano-2026-03-17/run1/e_validation_20260706_173303.json
E,clean,e-low-4,,low,obvious_multi_fail,,workflow,gpt-5.4-nano-2026-03-17,run1,True,1324,1086,238,0,3.198308156002895,,,data/results/final/gpt-5.4-nano-2026-03-17/run1/e_validation_20260706_173303.json
E,clean,e-low-4,,low,obvious_multi_fail,,agent,gpt-5.4-nano-2026-03-17,run1,True,1258,1085,173,0,2.533999600993411,,,data/results/final/gpt-5.4-nano-2026-03-17/run1/e_validation_20260706_173303.json
E,clean,e-low-5,,low,,,workflow,gpt-5.4-nano-2026-03-17,run1,True,1360,1123,237,0,3.1996340149999014,,,data/results/final/gpt-5.4-nano-2026-03-17/run1/e_validation_20260706_173303.json
E,clean,e-low-5,,low,,,agent,gpt-5.4-nano-2026-03-17,run1,True,1277,1122,155,0,2.52832091399614,,,data/results/final/gpt-5.4-nano-2026-03-17/run1/e_validation_20260706_173303.json
E,clean,e-med-1,,med,no_eta_in_friendly_wrapping,,workflow,gpt-5.4-nano-2026-03-17,run1,True,1348,1095,253,0,4.740869929999462,,,data/results/final/gpt-5.4-nano-2026-03-17/run1/e_validation_20260706_173303.json
E,clean,e-med-1,,med,no_eta_in_friendly_wrapping,,agent,gpt-5.4-nano-2026-03-17,run1,True,1255,1094,161,0,2.252852294004697,,,data/results/final/gpt-5.4-nano-2026-03-17/run1/e_validation_20260706_173303.json
E,clean,e-med-2,,med,scope_creep_plus_vague,,workflow,gpt-5.4-nano-2026-03-17,run1,False,1353,1100,253,0,3.1728362270005164,,,data/results/final/gpt-5.4-nano-2026-03-17/run1/e_validation_20260706_173303.json
E,clean,e-med-2,,med,scope_creep_plus_vague,,agent,gpt-5.4-nano-2026-03-17,run1,False,1273,1099,174,0,3.081278026998916,,,data/results/final/gpt-5.4-nano-2026-03-17/run1/e_validation_20260706_173303.json
E,clean,e-med-3,,med,compact_compliance,,workflow,gpt-5.4-nano-2026-03-17,run1,True,1369,1115,254,0,3.2334439609985566,,,data/results/final/gpt-5.4-nano-2026-03-17/run1/e_validation_20260706_173303.json
E,clean,e-med-3,,med,compact_compliance,,agent,gpt-5.4-nano-2026-03-17,run1,True,1284,1114,170,0,5.65790684500098,,,data/results/final/gpt-5.4-nano-2026-03-17/run1/e_validation_20260706_173303.json
E,clean,e-med-4,,med,dismissive_plus_scope_creep,,workflow,gpt-5.4-nano-2026-03-17,run1,True,1362,1089,273,0,3.7969768529947032,,,data/results/final/gpt-5.4-nano-2026-03-17/run1/e_validation_20260706_173303.json
E,clean,e-med-4,,med,dismissive_plus_scope_creep,,agent,gpt-5.4-nano-2026-03-17,run1,True,1308,1088,220,0,4.607236417003151,,,data/results/final/gpt-5.4-nano-2026-03-17/run1/e_validation_20260706_173303.json
E,clean,e-med-5,,med,stacked_subtle_fails,,workflow,gpt-5.4-nano-2026-03-17,run1,True,1354,1118,236,0,3.073111245998007,,,data/results/final/gpt-5.4-nano-2026-03-17/run1/e_validation_20260706_173303.json
E,clean,e-med-5,,med,stacked_subtle_fails,,agent,gpt-5.4-nano-2026-03-17,run1,True,1295,1117,178,0,2.2519404089980526,,,data/results/final/gpt-5.4-nano-2026-03-17/run1/e_validation_20260706_173303.json
E,clean,e-high-1,,high,boundary_pass_eta_window,,workflow,gpt-5.4-nano-2026-03-17,run1,False,1383,1129,254,0,3.5053406639999594,,,data/results/final/gpt-5.4-nano-2026-03-17/run1/e_validation_20260706_173303.json
E,clean,e-high-1,,high,boundary_pass_eta_window,,agent,gpt-5.4-nano-2026-03-17,run1,False,1318,1128,190,0,2.650471216002188,,,data/results/final/gpt-5.4-nano-2026-03-17/run1/e_validation_20260706_173303.json
E,clean,e-high-2,,high,boundary_needs_revision_two_fails,,workflow,gpt-5.4-nano-2026-03-17,run1,False,1325,1100,225,0,2.6049336780051817,,,data/results/final/gpt-5.4-nano-2026-03-17/run1/e_validation_20260706_173303.json
E,clean,e-high-2,,high,boundary_needs_revision_two_fails,,agent,gpt-5.4-nano-2026-03-17,run1,False,1244,1099,145,0,2.0938921369961463,,,data/results/final/gpt-5.4-nano-2026-03-17/run1/e_validation_20260706_173303.json
E,clean,e-high-3,,high,boundary_fail_three_fails,,workflow,gpt-5.4-nano-2026-03-17,run1,True,1351,1090,261,0,3.0897129399963887,,,data/results/final/gpt-5.4-nano-2026-03-17/run1/e_validation_20260706_173303.json
E,clean,e-high-3,,high,boundary_fail_three_fails,,agent,gpt-5.4-nano-2026-03-17,run1,True,1272,1089,183,0,2.4632483599998523,,,data/results/final/gpt-5.4-nano-2026-03-17/run1/e_validation_20260706_173303.json
E,clean,e-high-4,,high,soft_scope_creep_at_renewal,,workflow,gpt-5.4-nano-2026-03-17,run1,True,1434,1140,294,0,3.687739895998675,,,data/results/final/gpt-5.4-nano-2026-03-17/run1/e_validation_20260706_173303.json
E,clean,e-high-4,,high,soft_scope_creep_at_renewal,,agent,gpt-5.4-nano-2026-03-17,run1,True,1312,1139,173,0,3.528072021996195,,,data/results/final/gpt-5.4-nano-2026-03-17/run1/e_validation_20260706_173303.json
E,clean,e-high-5,,high,looks_critical_actually_pass,,workflow,gpt-5.4-nano-2026-03-17,run1,True,1435,1187,248,0,2.922721258997626,,,data/results/final/gpt-5.4-nano-2026-03-17/run1/e_validation_20260706_173303.json
E,clean,e-high-5,,high,looks_critical_actually_pass,,agent,gpt-5.4-nano-2026-03-17,run1,True,1363,1186,177,0,3.381416863994673,,,data/results/final/gpt-5.4-nano-2026-03-17/run1/e_validation_20260706_173303.json
F,clean,f-low-1,,low,,,workflow,gpt-5.4-nano-2026-03-17,run1,True,2967,2775,192,1,4.873424903998966,,,data/results/final/gpt-5.4-nano-2026-03-17/run1/f_validation_20260706_173858.json
F,clean,f-low-1,,low,,,agent,gpt-5.4-nano-2026-03-17,run1,True,6142,6022,120,1,4.687117005996697,,,data/results/final/gpt-5.4-nano-2026-03-17/run1/f_validation_20260706_173858.json
F,clean,f-low-2,,low,,,workflow,gpt-5.4-nano-2026-03-17,run1,False,3069,2780,289,4,5.2856003060005605,,,data/results/final/gpt-5.4-nano-2026-03-17/run1/f_validation_20260706_173858.json
F,clean,f-low-2,,low,,,agent,gpt-5.4-nano-2026-03-17,run1,False,5451,5375,76,1,3.0647174199984875,,,data/results/final/gpt-5.4-nano-2026-03-17/run1/f_validation_20260706_173858.json
F,clean,f-low-3,,low,,,workflow,gpt-5.4-nano-2026-03-17,run1,True,2859,2679,180,1,4.377205869001045,,,data/results/final/gpt-5.4-nano-2026-03-17/run1/f_validation_20260706_173858.json
F,clean,f-low-3,,low,,,agent,gpt-5.4-nano-2026-03-17,run1,True,5774,5673,101,1,3.9932668440014822,,,data/results/final/gpt-5.4-nano-2026-03-17/run1/f_validation_20260706_173858.json
F,clean,f-low-4,,low,,,workflow,gpt-5.4-nano-2026-03-17,run1,True,3148,2792,356,4,5.999790554000356,,,data/results/final/gpt-5.4-nano-2026-03-17/run1/f_validation_20260706_173858.json
F,clean,f-low-4,,low,,,agent,gpt-5.4-nano-2026-03-17,run1,True,5380,5346,34,1,5.302126818998659,,,data/results/final/gpt-5.4-nano-2026-03-17/run1/f_validation_20260706_173858.json
F,clean,f-low-5,,low,,,workflow,gpt-5.4-nano-2026-03-17,run1,True,2879,2727,152,2,3.8798480420009582,,,data/results/final/gpt-5.4-nano-2026-03-17/run1/f_validation_20260706_173858.json
F,clean,f-low-5,,low,,,agent,gpt-5.4-nano-2026-03-17,run1,True,5413,5367,46,1,5.928208078999887,,,data/results/final/gpt-5.4-nano-2026-03-17/run1/f_validation_20260706_173858.json
F,clean,f-med-1,,med,,,workflow,gpt-5.4-nano-2026-03-17,run1,True,3298,2992,306,5,4.678384065002319,,,data/results/final/gpt-5.4-nano-2026-03-17/run1/f_validation_20260706_173858.json
F,clean,f-med-1,,med,,,agent,gpt-5.4-nano-2026-03-17,run1,True,9110,8920,190,5,5.858108093998453,,,data/results/final/gpt-5.4-nano-2026-03-17/run1/f_validation_20260706_173858.json
F,clean,f-med-2,,med,read_conditional (plan-time-decidable branch on read results),,workflow,gpt-5.4-nano-2026-03-17,run1,False,3240,2832,408,3,10.847486029997526,,,data/results/final/gpt-5.4-nano-2026-03-17/run1/f_validation_20260706_173858.json
F,clean,f-med-2,,med,read_conditional (plan-time-decidable branch on read results),,agent,gpt-5.4-nano-2026-03-17,run1,True,12260,12048,212,3,8.100000612001168,,,data/results/final/gpt-5.4-nano-2026-03-17/run1/f_validation_20260706_173858.json
F,clean,f-med-3,,med,,,workflow,gpt-5.4-nano-2026-03-17,run1,False,5340,4799,541,11,7.772843605001981,,,data/results/final/gpt-5.4-nano-2026-03-17/run1/f_validation_20260706_173858.json
F,clean,f-med-3,,med,,,agent,gpt-5.4-nano-2026-03-17,run1,True,10286,9957,329,10,6.345824342999549,,,data/results/final/gpt-5.4-nano-2026-03-17/run1/f_validation_20260706_173858.json
F,clean,f-med-4,,med,,,workflow,gpt-5.4-nano-2026-03-17,run1,True,4890,4068,822,18,16.930392579997715,,,data/results/final/gpt-5.4-nano-2026-03-17/run1/f_validation_20260706_173858.json
F,clean,f-med-4,,med,,,agent,gpt-5.4-nano-2026-03-17,run1,True,12268,11701,567,18,13.479370846995153,,,data/results/final/gpt-5.4-nano-2026-03-17/run1/f_validation_20260706_173858.json
F,clean,f-med-5,,med,,,workflow,gpt-5.4-nano-2026-03-17,run1,False,3577,3090,487,10,10.111034811998252,,,data/results/final/gpt-5.4-nano-2026-03-17/run1/f_validation_20260706_173858.json
F,clean,f-med-5,,med,,,agent,gpt-5.4-nano-2026-03-17,run1,False,23427,22650,777,11,13.853371842000342,,,data/results/final/gpt-5.4-nano-2026-03-17/run1/f_validation_20260706_173858.json
F,clean,f-high-1,,high,"novel (runtime-feedback, chained: two independent action outcomes)",,workflow,gpt-5.4-nano-2026-03-17,run1,False,3749,3272,477,7,8.453205051999248,,,data/results/final/gpt-5.4-nano-2026-03-17/run1/f_validation_20260706_173858.json
F,clean,f-high-1,,high,"novel (runtime-feedback, chained: two independent action outcomes)",,agent,gpt-5.4-nano-2026-03-17,run1,False,10263,9922,341,5,6.147307883002213,,,data/results/final/gpt-5.4-nano-2026-03-17/run1/f_validation_20260706_173858.json
F,clean,f-high-2,,high,"novel (runtime-feedback, no-action-on-failure)",,workflow,gpt-5.4-nano-2026-03-17,run1,False,3795,3218,577,8,9.8913700300036,,,data/results/final/gpt-5.4-nano-2026-03-17/run1/f_validation_20260706_173858.json
F,clean,f-high-2,,high,"novel (runtime-feedback, no-action-on-failure)",,agent,gpt-5.4-nano-2026-03-17,run1,True,9783,9553,230,4,66.68009960999916,,,data/results/final/gpt-5.4-nano-2026-03-17/run1/f_validation_20260706_173858.json
F,clean,f-high-3,,high,canonical,,workflow,gpt-5.4-nano-2026-03-17,run1,True,8446,6309,2137,34,31.428184509000857,,,data/results/final/gpt-5.4-nano-2026-03-17/run1/f_validation_20260706_173858.json
F,clean,f-high-3,,high,canonical,,agent,gpt-5.4-nano-2026-03-17,run1,False,99898,98587,1311,37,50.829657130998385,,,data/results/final/gpt-5.4-nano-2026-03-17/run1/f_validation_20260706_173858.json
F,clean,f-high-4,,high,novel,,workflow,gpt-5.4-nano-2026-03-17,run1,False,,,,,,,"18 validation errors for ActionPlan
actions.0.args.filters.str
  Input should be",data/results/final/gpt-5.4-nano-2026-03-17/run1/f_validation_20260706_173858.json
F,clean,f-high-4,,high,novel,,agent,gpt-5.4-nano-2026-03-17,run1,False,43861,43598,263,6,10.01591746899794,,,data/results/final/gpt-5.4-nano-2026-03-17/run1/f_validation_20260706_173858.json
F,clean,f-high-5,,high,novel,,workflow,gpt-5.4-nano-2026-03-17,run1,False,3624,3066,558,7,8.790741259996139,,,data/results/final/gpt-5.4-nano-2026-03-17/run1/f_validation_20260706_173858.json
F,clean,f-high-5,,high,novel,,agent,gpt-5.4-nano-2026-03-17,run1,True,15698,15483,215,4,9.188503656005196,,,data/results/final/gpt-5.4-nano-2026-03-17/run1/f_validation_20260706_173858.json
G,clean,g-low-1,,low,close_notify,,workflow,gpt-5.4-nano-2026-03-17,run1,True,5324,5052,272,3,5.785237356001744,False,,data/results/final/gpt-5.4-nano-2026-03-17/run1/g_validation_20260706_174414.json
G,clean,g-low-1,,low,close_notify,,agent,gpt-5.4-nano-2026-03-17,run1,True,7667,7403,264,4,15.70981405099883,False,,data/results/final/gpt-5.4-nano-2026-03-17/run1/g_validation_20260706_174414.json
G,clean,g-low-2,,low,blocked_close,,workflow,gpt-5.4-nano-2026-03-17,run1,False,2480,2266,214,3,4.915555918996688,False,,data/results/final/gpt-5.4-nano-2026-03-17/run1/g_validation_20260706_174414.json
G,clean,g-low-2,,low,blocked_close,,agent,gpt-5.4-nano-2026-03-17,run1,True,10371,9944,427,6,8.187000181998883,False,,data/results/final/gpt-5.4-nano-2026-03-17/run1/g_validation_20260706_174414.json
G,clean,g-low-3,,low,reassign_handover,,workflow,gpt-5.4-nano-2026-03-17,run1,True,2760,2396,364,6,7.774836561999109,False,,data/results/final/gpt-5.4-nano-2026-03-17/run1/g_validation_20260706_174414.json
G,clean,g-low-3,,low,reassign_handover,,agent,gpt-5.4-nano-2026-03-17,run1,True,11212,10863,349,6,7.532105414997204,False,,data/results/final/gpt-5.4-nano-2026-03-17/run1/g_validation_20260706_174414.json
G,clean,g-low-4,,low,opportunity_win,,workflow,gpt-5.4-nano-2026-03-17,run1,False,5069,4653,416,8,9.668662695999956,False,,data/results/final/gpt-5.4-nano-2026-03-17/run1/g_validation_20260706_174414.json
G,clean,g-low-4,,low,opportunity_win,,agent,gpt-5.4-nano-2026-03-17,run1,True,7833,7529,304,4,9.593561323003087,False,,data/results/final/gpt-5.4-nano-2026-03-17/run1/g_validation_20260706_174414.json
G,clean,g-low-5,,low,kickoff,,workflow,gpt-5.4-nano-2026-03-17,run1,True,2828,2472,356,4,6.9069497939999565,False,,data/results/final/gpt-5.4-nano-2026-03-17/run1/g_validation_20260706_174414.json
G,clean,g-low-5,,low,kickoff,,agent,gpt-5.4-nano-2026-03-17,run1,False,4921,4595,326,5,12.03112927100301,False,,data/results/final/gpt-5.4-nano-2026-03-17/run1/g_validation_20260706_174414.json
G,clean,g-med-1,,med,account_sweep,,workflow,gpt-5.4-nano-2026-03-17,run1,True,3277,2710,567,7,9.341707808001956,False,,data/results/final/gpt-5.4-nano-2026-03-17/run1/g_validation_20260706_174414.json
G,clean,g-med-1,,med,account_sweep,,agent,gpt-5.4-nano-2026-03-17,run1,False,3621,3107,514,6,7.8247615079963,False,,data/results/final/gpt-5.4-nano-2026-03-17/run1/g_validation_20260706_174414.json
G,clean,g-med-2,,med,bulk_reassign,,workflow,gpt-5.4-nano-2026-03-17,run1,True,4704,4208,496,7,9.68304388300021,False,,data/results/final/gpt-5.4-nano-2026-03-17/run1/g_validation_20260706_174414.json
G,clean,g-med-2,,med,bulk_reassign,,agent,gpt-5.4-nano-2026-03-17,run1,True,3886,3502,384,3,5.21406057200511,False,,data/results/final/gpt-5.4-nano-2026-03-17/run1/g_validation_20260706_174414.json
G,clean,g-med-3,,med,mixed_blocked,,workflow,gpt-5.4-nano-2026-03-17,run1,False,2958,2530,428,6,7.886202631001652,False,,data/results/final/gpt-5.4-nano-2026-03-17/run1/g_validation_20260706_174414.json
G,clean,g-med-3,,med,mixed_blocked,,agent,gpt-5.4-nano-2026-03-17,run1,False,15106,14668,438,8,17.69080295000458,False,,data/results/final/gpt-5.4-nano-2026-03-17/run1/g_validation_20260706_174414.json
G,clean,g-med-4,,med,pipeline_update,,workflow,gpt-5.4-nano-2026-03-17,run1,True,4537,4014,523,7,8.561051543001668,False,,data/results/final/gpt-5.4-nano-2026-03-17/run1/g_validation_20260706_174414.json
G,clean,g-med-4,,med,pipeline_update,,agent,gpt-5.4-nano-2026-03-17,run1,True,41227,40776,451,6,10.802820673001406,False,,data/results/final/gpt-5.4-nano-2026-03-17/run1/g_validation_20260706_174414.json
G,clean,g-med-5,,med,blocked_in_sweep,,workflow,gpt-5.4-nano-2026-03-17,run1,False,3067,2607,460,8,13.010098127000674,False,,data/results/final/gpt-5.4-nano-2026-03-17/run1/g_validation_20260706_174414.json
G,clean,g-med-5,,med,blocked_in_sweep,,agent,gpt-5.4-nano-2026-03-17,run1,False,13464,13081,383,3,6.335868812006083,False,,data/results/final/gpt-5.4-nano-2026-03-17/run1/g_validation_20260706_174414.json
G,clean,g-high-1,,high,two_account_sweep,,workflow,gpt-5.4-nano-2026-03-17,run1,False,4901,3841,1060,8,12.262646744995436,False,,data/results/final/gpt-5.4-nano-2026-03-17/run1/g_validation_20260706_174414.json
G,clean,g-high-1,,high,two_account_sweep,,agent,gpt-5.4-nano-2026-03-17,run1,False,11512,10534,978,9,13.386578917998122,False,,data/results/final/gpt-5.4-nano-2026-03-17/run1/g_validation_20260706_174414.json
G,clean,g-high-2,,high,capacity_rebalance,,workflow,gpt-5.4-nano-2026-03-17,run1,False,3033,2311,722,2,8.894482796997181,False,,data/results/final/gpt-5.4-nano-2026-03-17/run1/g_validation_20260706_174414.json
G,clean,g-high-2,,high,capacity_rebalance,,agent,gpt-5.4-nano-2026-03-17,run1,True,14954,13854,1100,14,14.703049279996776,False,,data/results/final/gpt-5.4-nano-2026-03-17/run1/g_validation_20260706_174414.json
G,clean,g-high-3,,high,mixed_discipline,,workflow,gpt-5.4-nano-2026-03-17,run1,False,5129,4183,946,9,13.244085135003843,False,,data/results/final/gpt-5.4-nano-2026-03-17/run1/g_validation_20260706_174414.json
G,clean,g-high-3,,high,mixed_discipline,,agent,gpt-5.4-nano-2026-03-17,run1,True,8326,7255,1071,12,12.447160155999882,False,,data/results/final/gpt-5.4-nano-2026-03-17/run1/g_validation_20260706_174414.json
G,clean,g-high-4,,high,escalated_at_scale,,workflow,gpt-5.4-nano-2026-03-17,run1,False,3217,2469,748,5,9.132802549996995,False,,data/results/final/gpt-5.4-nano-2026-03-17/run1/g_validation_20260706_174414.json
G,clean,g-high-4,,high,escalated_at_scale,,agent,gpt-5.4-nano-2026-03-17,run1,False,13620,12317,1303,20,20.191125876001024,False,,data/results/final/gpt-5.4-nano-2026-03-17/run1/g_validation_20260706_174414.json
G,clean,g-high-5,,high,account_cycle,,workflow,gpt-5.4-nano-2026-03-17,run1,True,5304,4312,992,9,12.797821895001107,False,,data/results/final/gpt-5.4-nano-2026-03-17/run1/g_validation_20260706_174414.json
G,clean,g-high-5,,high,account_cycle,,agent,gpt-5.4-nano-2026-03-17,run1,False,14615,14033,582,14,12.749542149002082,False,,data/results/final/gpt-5.4-nano-2026-03-17/run1/g_validation_20260706_174414.json
H,clean,h-low-1,,low,social_post,,workflow,gpt-5.4-nano-2026-03-17,run1,True,550,449,101,0,3.0055776630033506,False,,data/results/final/gpt-5.4-nano-2026-03-17/run1/h_validation_20260706_175123.json
H,clean,h-low-1,,low,social_post,,agent,gpt-5.4-nano-2026-03-17,run1,True,781,694,87,0,3.1604596710021724,False,,data/results/final/gpt-5.4-nano-2026-03-17/run1/h_validation_20260706_175123.json
H,clean,h-low-2,,low,short_email,,workflow,gpt-5.4-nano-2026-03-17,run1,False,526,439,87,0,1.6416573250025976,False,,data/results/final/gpt-5.4-nano-2026-03-17/run1/h_validation_20260706_175123.json
H,clean,h-low-2,,low,short_email,,agent,gpt-5.4-nano-2026-03-17,run1,False,1613,1383,230,0,6.008604328002548,False,,data/results/final/gpt-5.4-nano-2026-03-17/run1/h_validation_20260706_175123.json
H,clean,h-low-3,,low,social_post,,workflow,gpt-5.4-nano-2026-03-17,run1,True,505,426,79,0,1.477273933000106,False,,data/results/final/gpt-5.4-nano-2026-03-17/run1/h_validation_20260706_175123.json
H,clean,h-low-3,,low,social_post,,agent,gpt-5.4-nano-2026-03-17,run1,True,745,671,74,0,1.3202561250000144,False,,data/results/final/gpt-5.4-nano-2026-03-17/run1/h_validation_20260706_175123.json
H,clean,h-low-4,,low,short_email,,workflow,gpt-5.4-nano-2026-03-17,run1,False,507,440,67,0,1.4080816030036658,False,,data/results/final/gpt-5.4-nano-2026-03-17/run1/h_validation_20260706_175123.json
H,clean,h-low-4,,low,short_email,,agent,gpt-5.4-nano-2026-03-17,run1,True,1568,1363,205,0,3.5967044190037996,False,,data/results/final/gpt-5.4-nano-2026-03-17/run1/h_validation_20260706_175123.json
H,clean,h-low-5,,low,social_post,,workflow,gpt-5.4-nano-2026-03-17,run1,True,488,422,66,0,1.40200347899372,False,,data/results/final/gpt-5.4-nano-2026-03-17/run1/h_validation_20260706_175123.json
H,clean,h-low-5,,low,social_post,,agent,gpt-5.4-nano-2026-03-17,run1,True,737,667,70,0,1.6618950919946656,False,,data/results/final/gpt-5.4-nano-2026-03-17/run1/h_validation_20260706_175123.json
H,clean,h-med-1,,med,summary_email,,workflow,gpt-5.4-nano-2026-03-17,run1,True,1660,1227,433,0,6.7579334679976455,False,,data/results/final/gpt-5.4-nano-2026-03-17/run1/h_validation_20260706_175123.json
H,clean,h-med-1,,med,summary_email,,agent,gpt-5.4-nano-2026-03-17,run1,False,4809,3844,965,0,13.827387623001414,False,,data/results/final/gpt-5.4-nano-2026-03-17/run1/h_validation_20260706_175123.json
H,clean,h-med-2,,med,one_page_report,,workflow,gpt-5.4-nano-2026-03-17,run1,True,1632,1145,487,0,6.145501259998127,False,,data/results/final/gpt-5.4-nano-2026-03-17/run1/h_validation_20260706_175123.json
H,clean,h-med-2,,med,one_page_report,,agent,gpt-5.4-nano-2026-03-17,run1,False,2921,2282,639,0,8.191777842999727,False,,data/results/final/gpt-5.4-nano-2026-03-17/run1/h_validation_20260706_175123.json
H,clean,h-med-3,,med,customer_email,,workflow,gpt-5.4-nano-2026-03-17,run1,True,1453,1075,378,0,5.634387145000801,False,,data/results/final/gpt-5.4-nano-2026-03-17/run1/h_validation_20260706_175123.json
H,clean,h-med-3,,med,customer_email,,agent,gpt-5.4-nano-2026-03-17,run1,False,3764,2981,783,0,11.230820275995939,False,,data/results/final/gpt-5.4-nano-2026-03-17/run1/h_validation_20260706_175123.json
H,clean,h-med-4,,med,announcement_post,,workflow,gpt-5.4-nano-2026-03-17,run1,True,1331,1063,268,0,4.6038121310048155,False,,data/results/final/gpt-5.4-nano-2026-03-17/run1/h_validation_20260706_175123.json
H,clean,h-med-4,,med,announcement_post,,agent,gpt-5.4-nano-2026-03-17,run1,True,2600,2171,429,0,6.757333626999753,False,,data/results/final/gpt-5.4-nano-2026-03-17/run1/h_validation_20260706_175123.json
